timestamp,price
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.46
2025-05-10 02:56:08,2338.45
2025-05-10 02:56:08,2338.45
2025-05-10 02:56:08,2338.44
2025-05-10 02:56:08,2338.43
2025-05-10 02:56:08,2338.43
2025-05-10 02:56:08,2338.42
2025-05-10 02:56:08,2338.42
2025-05-10 02:56:08,2338.41
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.4
2025-05-10 02:56:08,2338.39
2025-05-10 02:56:08,2338.39
2025-05-10 02:56:08,2338.39
2025-05-10 02:56:08,2338.38
2025-05-10 02:56:08,2338.38
2025-05-10 02:56:08,2338.37
2025-05-10 02:56:08,2338.36
2025-05-10 02:56:08,2338.34
2025-05-10 02:56:08,2338.34
2025-05-10 02:56:08,2338.33
2025-05-10 02:56:08,2338.33
2025-05-10 02:56:08,2338.32
2025-05-10 02:56:08,2338.31
2025-05-10 02:56:08,2338.31
2025-05-10 02:56:08,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.3
2025-05-10 02:56:09,2338.29
2025-05-10 02:56:09,2338.29
2025-05-10 02:56:09,2338.29
2025-05-10 02:56:09,2338.28
2025-05-10 02:56:09,2338.27
2025-05-10 02:56:09,2338.26
2025-05-10 02:56:09,2338.26
2025-05-10 02:56:09,2338.23
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.22
2025-05-10 02:56:09,2338.21
2025-05-10 02:56:09,2338.21
2025-05-10 02:56:09,2338.2
2025-05-10 02:56:09,2338.2
2025-05-10 02:56:09,2338.19
2025-05-10 02:56:09,2338.19
2025-05-10 02:56:09,2338.2
2025-05-10 02:56:10,2338.19
2025-05-10 02:56:10,2338.19
2025-05-10 02:56:11,2338.19
2025-05-10 02:56:11,2338.19
2025-05-10 02:56:11,2338.19
2025-05-10 02:56:12,2338.19
2025-05-10 02:56:12,2338.2
2025-05-10 02:56:12,2338.2
2025-05-10 02:56:12,2338.2
2025-05-10 02:56:12,2338.2
2025-05-10 02:56:12,2338.19
2025-05-10 02:56:13,2338.19
2025-05-10 02:56:13,2338.19
2025-05-10 02:56:14,2338.19
2025-05-10 02:56:14,2338.19
2025-05-10 02:56:15,2338.2
2025-05-10 02:56:15,2338.19
2025-05-10 02:56:16,2338.19
2025-05-10 02:56:16,2338.2
2025-05-10 02:56:16,2338.19
2025-05-10 02:56:16,2338.19
2025-05-10 02:56:18,2338.19
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:18,2338.19
2025-05-10 02:56:18,2338.2
2025-05-10 02:56:19,2338.19
2025-05-10 02:56:19,2338.19
2025-05-10 02:56:19,2338.2
2025-05-10 02:56:19,2338.19
2025-05-10 02:56:19,2338.19
2025-05-10 02:56:19,2338.2
2025-05-10 02:56:19,2338.2
2025-05-10 02:56:20,2338.19
2025-05-10 02:56:20,2338.2
2025-05-10 02:56:20,2338.2
2025-05-10 02:56:20,2338.19
2025-05-10 02:56:20,2338.19
2025-05-10 02:56:20,2338.2
2025-05-10 02:56:21,2338.2
2025-05-10 02:56:21,2338.19
2025-05-10 02:56:21,2338.2
2025-05-10 02:56:22,2338.19
2025-05-10 02:56:22,2338.19
2025-05-10 02:56:22,2338.19
2025-05-10 02:56:23,2338.19
2025-05-10 02:56:24,2338.19
2025-05-10 02:56:24,2338.19
2025-05-10 02:56:25,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:26,2338.19
2025-05-10 02:56:27,2338.19
2025-05-10 02:56:28,2338.2
2025-05-10 02:56:28,2338.2
2025-05-10 02:56:28,2338.19
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:29,2338.2
2025-05-10 02:56:30,2338.19
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.2
2025-05-10 02:56:30,2338.19
2025-05-10 02:56:31,2338.19
2025-05-10 02:56:31,2338.2
2025-05-10 02:56:31,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:32,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.19
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:33,2338.2
2025-05-10 02:56:34,2338.19
2025-05-10 02:56:34,2338.19
2025-05-10 02:56:35,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.2
2025-05-10 02:56:36,2338.19
2025-05-10 02:56:36,2338.2
2025-05-10 02:56:37,2338.2
2025-05-10 02:56:37,2338.19
2025-05-10 02:56:37,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:38,2338.19
2025-05-10 02:56:39,2338.19
